CompanyName,TypeOfLaptop,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
hp,NoteBook,16.70429055962326,HD 1920x1080 ,Intel Core i9,4GB,512GB eMMC,NVIDIA GeForce GTX 1650,macOS,4.806145143474923,50248.76500327469
lenevo,Gaming,11.120367484648865,HD 1920x1080 ,AMD A9-Series 9420,16GB,1TB HDD,Intel Iris Xe Graphics,macOS,2.4372051479686476,41593.19282704444
Chuwi,NoteBook,16.30665147493078,2K,Intel Atom x5-Z8550,12GB,2TB SATA SSD,AMD Radeon RX 5600M,macOS,4.4084519320995055,54045.959240276905
Asus,2 in 1 Convertible,14.91040673966756,2K,AMD Ryzen 7,16GB,128GB SSD,Intel Iris Xe Graphics,Windows 10,4.6539153932380755,63592.493001340044
Acer,Business Laptop,14.092809079123807,HD 1920x1080 ,AMD Ryzen 7,12GB,128GB SSD,NVIDIA GeForce GTX 1650,Windows 10,4.5131563882761,62758.10301866646
lenevo,Gaming,16.684503993490424,4K,Intel Core i7,12GB,256GB SSD,Intel Iris Xe Graphics,Windows 11,3.3749835429249266,42591.22880033596
Acer,NoteBook,15.92552831030051,IPS Panel Retina Display 2560x1600,AMD Ryzen 5,4GB,1TB NVMe SSD,AMD Radeon RX 5600M,Windows 10,3.5803395945899723,59286.809617202816
Asus,NoteBook,17.06589686479515,HD 1920x1080 ,AMD A9-Series 9420,16GB,4TB HDD,AMD Radeon RX 5600M,Windows 11,3.885529182417007,65381.65383206635
hp,Gaming,16.0922887052024,2K,AMD A9-Series 9420,4GB,256GB SSD,Intel Iris Xe Graphics,macOS,2.0789969201172376,64007.965128651726
MSI,WorkStation,13.880922029340196,2K,Intel Core i7,12GB,1TB SSHD,Intel Iris Xe Graphics,Windows 11,3.4779306955697193,43051.26135245383
lenevo,Gaming,14.102928006006636,HD 1920x1080 ,AMD Ryzen 7,8GB,128GB PCIe SSD,NVIDIA GeForce GTX 1650,Linux,3.913764972234072,40001.56460006958
Chuwi,2 in 1 Convertible,16.084670109165756,2K,Intel Xeon E3-1505M ,12GB,512GB eMMC,AMD Radeon RX 5600M,macOS,4.659649535761707,63453.141003391254
Apple,NoteBook,13.773958601976062,4K,Intel Xeon E3-1505M ,8GB,512GB eMMC,Intel Iris Xe Graphics,No OS,2.993520706065806,52731.2468463484
lenevo,Business Laptop,13.137977337484099,4K,AMD Ryzen 5,16GB,2TB NVMe SSD,NVIDIA GeForce GTX 1650,Linux,2.3149150526186655,53208.449222027324
Acer,2 in 1 Convertible,12.201083880606257,2K,Intel Pentium Quad Core N4200,4GB,1TB Fusion Drive,NVIDIA GeForce GTX 1650,No OS,4.937165191741016,62980.8734776998
Chuwi,WorkStation,11.748310794407468,4K,Intel Core i7,4GB,2TB HDD,NVIDIA GeForce GTX 1650,Windows 10,4.549794344476629,48731.01864963411
lenevo,WorkStation,15.445621265654404,4K,Intel Xeon E3-1505M ,12GB,512GB SSD,Intel Iris Xe Graphics,Windows 11,4.164535428720646,43624.84728763219
Apple,NoteBook,15.788584567800061,HD 1920x1080 ,Intel Atom x5-Z8550,8GB,256GB PCIe SSD,AMD Radeon RX 5600M,No OS,4.272606837076999,58620.595537726105
Chuwi,Business Laptop,15.546518413297381,IPS Panel Retina Display 2560x1600,Intel Pentium Quad Core N4200,8GB,1TB SSHD,AMD Radeon RX 5600M,Windows 10,2.653374316453356,36809.61978668904
Dell,UltraBook,11.862363907215023,IPS Panel Full HD / Touchscreen 1920x1080,Intel Pentium Quad Core N4200,16GB,512GB SSD,Intel Iris Xe Graphics,macOS,3.8356853649865053,47239.94478513185
lenevo,WorkStation,13.984249139695097,HD 1920x1080 ,Intel Core i9,16GB,512GB SSD,NVIDIA GeForce GTX 1650,Windows 10,3.374454566687529,52944.75807642453
hp,Business Laptop,13.12123699442792,4K,Intel Core i5,4GB,256GB SSD,AMD Radeon RX 5600M,macOS,4.615859755848696,66203.45014745856
Acer,WorkStation,13.955201105288044,IPS Panel Full HD / Touchscreen 1920x1080,Intel Xeon E3-1505M ,16GB,2TB NVMe SSD,Intel Iris Xe Graphics,No OS,2.0022258434017317,61823.97048791082
Acer,2 in 1 Convertible,16.920171803070037,IPS Panel Retina Display 2560x1600,Intel Xeon E3-1505M ,12GB,256GB SSD,NVIDIA GeForce GTX 1650,No OS,3.7681638098513486,52130.59303149916
Acer,Gaming,17.63723715672725,4K,Intel Pentium Quad Core N4200,16GB,1TB HDD,AMD Radeon RX 5600M,Windows 10,3.0446985156129562,40706.114180875564
Asus,UltraBook,17.97507790918643,IPS Panel Full HD / Touchscreen 1920x1080,AMD A9-Series 9420,4GB,1TB HDD,NVIDIA GeForce GTX 1650,Windows 10,2.0120189227490384,59250.37285317724
Apple,UltraBook,13.536860572080078,Full HD,Intel Core i5,12GB,512GB NVMe SSD,AMD Radeon RX 5600M,Linux,2.8046058150467803,56485.53310235713
Dell,WorkStation,14.646844933944104,Full HD,Intel Atom x5-Z8550,4GB,2TB HDD,Intel Iris Xe Graphics,macOS,3.031388844233674,31997.48816146358
Chuwi,Business Laptop,16.267338604409435,HD 1920x1080 ,Intel Core i5,4GB,2TB HDD,Intel Iris Xe Graphics,macOS,3.044043244731612,36590.08883531297
Microsoft,2 in 1 Convertible,13.394737878563848,HD 1920x1080 ,Intel Core i7,8GB,1TB NVMe SSD,NVIDIA GeForce GTX 1650,Windows 11,2.737569672210671,44669.00781426589
Dell,Gaming,13.158672844253328,HD 1920x1080 ,Intel Core i9,4GB,1TB NVMe SSD,Intel Iris Xe Graphics,Windows 10,4.222400284262449,46961.67018888156
Apple,UltraBook,16.36284119640619,4K,Intel Celeron Dual Core 3855U ,12GB,128GB SSD,Intel Iris Xe Graphics,macOS,3.568966372950935,54356.430643764645
MSI,UltraBook,11.303278068902985,Full HD,Intel Core i5,12GB,2TB HDD,Intel Iris Xe Graphics,Windows 11,4.597401785554709,58859.441939936776
MSI,UltraBook,17.187308616084756,Full HD,Intel Xeon E3-1505M ,8GB,512GB NVMe SSD,Intel Iris Xe Graphics,Linux,4.535158934770351,58723.46269659068
Apple,Business Laptop,11.921102471608307,2K,Intel Pentium Quad Core N4200,12GB,2TB SATA SSD,AMD Radeon RX 5600M,macOS,4.196356266229521,64166.94278991335
Dell,UltraBook,13.644094443263565,IPS Panel Retina Display 2560x1600,Intel Pentium Quad Core N4200,4GB,512GB NVMe SSD,Intel Iris Xe Graphics,Linux,3.1080142567366407,32844.4053095686
MSI,Business Laptop,12.541614608732456,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i9,8GB,2TB NVMe SSD,Intel Iris Xe Graphics,No OS,2.161251025725901,68990.64664821222
Apple,Business Laptop,15.452408998664422,HD 1920x1080 ,Intel Celeron Dual Core 3855U ,4GB,2TB NVMe SSD,NVIDIA GeForce GTX 1650,Linux,4.05117652235128,63801.83667701135
MSI,Business Laptop,11.65390812381027,Full HD,Intel Pentium Quad Core N4200,16GB,1TB Fusion Drive,AMD Radeon RX 5600M,Windows 10,2.209094898304202,56043.82712607016
MSI,2 in 1 Convertible,16.563503299875975,4K,AMD A9-Series 9420,4GB,2TB NVMe SSD,Intel Iris Xe Graphics,macOS,2.3506525697185743,60133.27046454078
Microsoft,UltraBook,11.0817464968061,HD 1920x1080 ,Intel Core i5,4GB,2TB HDD,NVIDIA GeForce GTX 1650,Windows 11,3.077367355356624,62162.19657406362
Acer,NoteBook,17.620729217406133,4K,AMD A9-Series 9420,4GB,4TB HDD,Intel Iris Xe Graphics,Linux,3.8878557236551816,63983.9836308374
Acer,Business Laptop,14.587201564748113,HD 1920x1080 ,Intel Atom x5-Z8550,4GB,2TB SATA SSD,NVIDIA GeForce GTX 1650,Linux,3.2765004035299667,44626.87179393597
hp,WorkStation,14.089220923543436,IPS Panel Retina Display 2560x1600,AMD Ryzen 7,8GB,1TB Fusion Drive,NVIDIA GeForce GTX 1650,Windows 10,4.095330138781902,34239.466934542106
Microsoft,UltraBook,12.801256914493976,IPS Panel Retina Display 2560x1600,Intel Core i7,4GB,6TB HDD,NVIDIA GeForce GTX 1650,Windows 11,3.3722746362709057,31956.29276411883
MSI,2 in 1 Convertible,17.33217330381818,HD 1920x1080 ,Intel Core i5,12GB,256GB eMMC,Intel Iris Xe Graphics,Windows 11,4.002195091214643,34759.915594705366
Microsoft,2 in 1 Convertible,11.261286667046623,Full HD,Intel Pentium Quad Core N4200,4GB,256GB SSD,Intel Iris Xe Graphics,Linux,3.8267147011909994,62333.13255347854
Chuwi,Gaming,13.290062794986877,2K,AMD A9-Series 9420,8GB,2TB SATA SSD,Intel Iris Xe Graphics,Windows 11,3.074517425517345,65307.61990936376
Apple,UltraBook,14.019912256789585,Full HD,Intel Celeron Dual Core 3855U ,12GB,256GB PCIe SSD,AMD Radeon RX 5600M,Linux,4.20606356213528,31954.629952021536
Asus,2 in 1 Convertible,13.828407651650382,IPS Panel Full HD / Touchscreen 1920x1080,Intel Xeon E3-1505M ,8GB,2TB HDD,AMD Radeon RX 5600M,No OS,3.9937128026186364,45179.241237664355
Apple,Gaming,12.08823468124018,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 5,8GB,2TB NVMe SSD,AMD Radeon RX 5600M,macOS,2.740619373218533,53637.06495775768
Acer,WorkStation,11.85197735718832,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 7,16GB,6TB HDD,AMD Radeon RX 5600M,No OS,2.9237763665370533,46305.6624202166
Apple,NoteBook,12.586188539368626,4K,Intel Core i5,4GB,512GB eMMC,NVIDIA GeForce GTX 1650,Linux,3.6295318082682435,30107.925287452927
Microsoft,NoteBook,16.90531366906476,Full HD,Intel Celeron Dual Core 3855U ,16GB,1TB HDD,NVIDIA GeForce GTX 1650,Windows 10,2.272628341452685,40188.11153638113
Acer,WorkStation,15.157154062069216,IPS Panel Retina Display 2560x1600,AMD Ryzen 5,16GB,2TB HDD,AMD Radeon RX 5600M,Windows 11,3.6517055831398153,33634.53988083738
MSI,NoteBook,14.050963990828121,4K,Intel Core i7,12GB,1TB HDD,AMD Radeon RX 5600M,Windows 11,2.0924396182701646,31396.172880766688
Microsoft,WorkStation,12.754579801524663,IPS Panel Retina Display 2560x1600,Intel Core i9,12GB,512GB SSD,Intel Iris Xe Graphics,Windows 10,4.963713152679384,57514.03596534984
Acer,Gaming,15.244576470167061,4K,Intel Core i7,8GB,2TB SATA SSD,Intel Iris Xe Graphics,macOS,4.170400700909202,55590.278290549824
Dell,2 in 1 Convertible,16.046662973839744,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core 3855U ,4GB,2TB SATA SSD,Intel Iris Xe Graphics,No OS,4.001624550133444,40619.33615533822
Asus,Gaming,15.030367746694612,4K,Intel Core i5,16GB,512GB NVMe SSD,NVIDIA GeForce GTX 1650,No OS,2.834554260427312,61008.337372525086
Acer,Business Laptop,15.122336592193566,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 7,8GB,1TB HDD,AMD Radeon RX 5600M,macOS,4.2527154734223895,64076.79552568399
Chuwi,NoteBook,14.66422543858118,4K,Intel Core i9,16GB,4TB HDD,Intel Iris Xe Graphics,macOS,3.354054400109807,30331.820796276414
Microsoft,UltraBook,15.296857833047945,HD 1920x1080 ,Intel Core i9,16GB,256GB Flash Storage,AMD Radeon RX 5600M,Windows 10,2.0017629401321577,43960.837447197235
lenevo,Gaming,16.507784702066388,2K,Intel Core i5,4GB,2TB SATA SSD,NVIDIA GeForce GTX 1650,Windows 10,4.635332288540917,53482.26314237151
Apple,WorkStation,16.233588996678797,IPS Panel Retina Display 2560x1600,Intel Core i5,4GB,4TB HDD,Intel Iris Xe Graphics,macOS,2.057778208030913,59671.84971173875
Chuwi,NoteBook,14.9127803311224,2K,Intel Atom x5-Z8550,8GB,1TB HDD,AMD Radeon RX 5600M,Windows 10,4.209087896803673,62426.95758671097
Chuwi,NoteBook,13.997433761951172,IPS Panel Full HD / Touchscreen 1920x1080,AMD A9-Series 9420,4GB,1TB Fusion Drive,AMD Radeon RX 5600M,No OS,2.685372375776213,40975.270807587025
Microsoft,Gaming,17.830082020198503,2K,Intel Pentium Quad Core N4200,16GB,512GB eMMC,Intel Iris Xe Graphics,macOS,3.914974034718627,44252.66678764594
Asus,Business Laptop,14.996558323755476,IPS Panel Retina Display 2560x1600,Intel Core i9,8GB,2TB SATA SSD,NVIDIA GeForce GTX 1650,Linux,2.571091406784634,68593.56735628002
Chuwi,2 in 1 Convertible,13.454401561078527,IPS Panel Full HD / Touchscreen 1920x1080,AMD A9-Series 9420,8GB,128GB SSD,AMD Radeon RX 5600M,Windows 10,2.61434369927595,48720.21386874505
Acer,NoteBook,15.343297870886502,HD 1920x1080 ,AMD Ryzen 5,12GB,2TB SATA SSD,AMD Radeon RX 5600M,Linux,2.223416059640971,30458.521432310128
Acer,UltraBook,15.945551912570945,2K,Intel Atom x5-Z8550,12GB,2TB HDD,Intel Iris Xe Graphics,Linux,3.650756306237634,37123.4102238324
lenevo,WorkStation,13.75983773885855,4K,Intel Core i9,16GB,256GB SSD,Intel Iris Xe Graphics,Windows 10,3.238051502466244,56725.726002889365
hp,Business Laptop,13.088759142788911,HD 1920x1080 ,Intel Core i9,8GB,1TB NVMe SSD,AMD Radeon RX 5600M,No OS,2.8161051788300893,38065.71935461624
Chuwi,WorkStation,15.10228168357737,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core 3855U ,4GB,2TB SATA SSD,Intel Iris Xe Graphics,No OS,2.7733433889803436,48956.55331470497
Acer,NoteBook,13.61878467468464,Full HD,Intel Celeron Dual Core 3855U ,4GB,1TB Fusion Drive,Intel Iris Xe Graphics,No OS,2.268880905816653,44981.345958014055
Acer,UltraBook,17.05078426676905,IPS Panel Full HD / Touchscreen 1920x1080,Intel Xeon E3-1505M ,12GB,512GB SSD,AMD Radeon RX 5600M,macOS,3.8508862442868477,31829.095380650848
Asus,NoteBook,11.401018417265627,4K,Intel Core i9,8GB,512GB NVMe SSD,Intel Iris Xe Graphics,Windows 11,4.403140513708708,50490.47715453233
Asus,2 in 1 Convertible,16.591197296018066,IPS Panel Retina Display 2560x1600,Intel Core i5,4GB,128GB PCIe SSD,NVIDIA GeForce GTX 1650,macOS,2.2926218680600114,41298.6827127104
Dell,UltraBook,13.041352978748957,Full HD,Intel Core i7,4GB,1TB Fusion Drive,NVIDIA GeForce GTX 1650,macOS,2.572471217840714,39220.327641464246
Acer,Gaming,13.83759069716812,Full HD,Intel Celeron Dual Core 3855U ,16GB,2TB SATA SSD,AMD Radeon RX 5600M,Linux,2.019421363883319,46509.11990768162
MSI,WorkStation,12.859987537609335,IPS Panel Retina Display 2560x1600,Intel Xeon E3-1505M ,8GB,256GB PCIe SSD,NVIDIA GeForce GTX 1650,macOS,2.3455461408867353,41657.223390212166
Apple,NoteBook,14.925642120415581,HD 1920x1080 ,AMD Ryzen 5,8GB,1TB NVMe SSD,NVIDIA GeForce GTX 1650,Windows 10,3.48742268370433,58909.22543507049
Microsoft,2 in 1 Convertible,16.815414881083104,IPS Panel Retina Display 2560x1600,AMD Ryzen 5,16GB,6TB HDD,Intel Iris Xe Graphics,No OS,2.616965882220015,44733.18913942911
lenevo,WorkStation,11.746208752840232,2K,Intel Core i5,8GB,4TB HDD,NVIDIA GeForce GTX 1650,Windows 11,3.829066663938727,45170.94828350754
hp,NoteBook,14.510672561493887,Full HD,AMD Ryzen 7,8GB,2TB HDD,Intel Iris Xe Graphics,macOS,2.7534413856017768,34089.85174818692
hp,2 in 1 Convertible,17.63437183756709,4K,Intel Core i7,8GB,2TB NVMe SSD,NVIDIA GeForce GTX 1650,No OS,2.3415085645930205,34710.34813614929
lenevo,Business Laptop,17.43070663098315,HD 1920x1080 ,Intel Core i9,12GB,256GB SSD,NVIDIA GeForce GTX 1650,macOS,2.6449950863894824,32167.851922157475
Dell,2 in 1 Convertible,12.80744843582213,2K,Intel Celeron Dual Core 3855U ,16GB,1TB SSHD,AMD Radeon RX 5600M,No OS,3.6864998370779873,35168.07621878388
Apple,Gaming,15.650791872592652,4K,AMD A9-Series 9420,4GB,256GB PCIe SSD,NVIDIA GeForce GTX 1650,No OS,4.249042690092834,67371.6628799843
Dell,WorkStation,15.122124946307462,2K,AMD Ryzen 7,16GB,512GB eMMC,NVIDIA GeForce GTX 1650,macOS,3.0789106133898256,37977.57783630837
Dell,2 in 1 Convertible,12.082901775235515,HD 1920x1080 ,Intel Core i7,16GB,1TB Fusion Drive,AMD Radeon RX 5600M,Linux,3.9470062407528657,35650.563363710826
lenevo,Gaming,13.96477016198849,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 7,12GB,256GB SSD,Intel Iris Xe Graphics,Windows 10,2.048850474670407,46886.64670376982
lenevo,WorkStation,11.678791652765044,4K,Intel Celeron Dual Core 3855U ,4GB,512GB SSD,AMD Radeon RX 5600M,Windows 10,2.024441422273236,66138.57395652088
hp,Business Laptop,17.77047121877211,2K,Intel Atom x5-Z8550,4GB,512GB NVMe SSD,Intel Iris Xe Graphics,Windows 10,2.8378344714542583,43573.88773415477
Chuwi,WorkStation,15.500304383441714,IPS Panel Full HD / Touchscreen 1920x1080,Intel Pentium Quad Core N4200,16GB,1TB HDD,AMD Radeon RX 5600M,Linux,3.6667474274223832,46385.3891255074
Dell,WorkStation,11.729971074334099,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,4GB,2TB SATA SSD,NVIDIA GeForce GTX 1650,Windows 11,2.288772286140753,45860.460162541676
hp,2 in 1 Convertible,15.644537540551713,IPS Panel Retina Display 2560x1600,Intel Core i5,8GB,512GB NVMe SSD,Intel Iris Xe Graphics,Windows 10,2.5684461800260934,60562.59498244109
Asus,WorkStation,16.504189416489808,IPS Panel Full HD / Touchscreen 1920x1080,Intel Xeon E3-1505M ,4GB,256GB eMMC,Intel Iris Xe Graphics,No OS,4.182781694586739,35315.39237595499
MSI,Business Laptop,16.46782672402396,IPS Panel Retina Display 2560x1600,Intel Core i9,12GB,512GB SSD,NVIDIA GeForce GTX 1650,Windows 10,4.285259656956887,68939.71773130968
Chuwi,Business Laptop,13.386575243296686,Full HD,AMD Ryzen 7,16GB,1TB HDD,Intel Iris Xe Graphics,Windows 11,4.9615473776414,42261.88088169785
Dell,WorkStation,15.499248173837927,HD 1920x1080 ,Intel Xeon E3-1505M ,4GB,1TB NVMe SSD,NVIDIA GeForce GTX 1650,Linux,4.475488790001883,66610.28477218196
Microsoft,2 in 1 Convertible,16.46985818538059,Full HD,Intel Atom x5-Z8550,16GB,256GB Flash Storage,Intel Iris Xe Graphics,macOS,3.6826293902035534,36522.47142868431
MSI,2 in 1 Convertible,14.003333394834764,HD 1920x1080 ,AMD Ryzen 5,16GB,1TB NVMe SSD,AMD Radeon RX 5600M,No OS,3.2734172627883127,38744.732458448976
Asus,Business Laptop,17.51702454670447,IPS Panel Full HD / Touchscreen 1920x1080,AMD A9-Series 9420,12GB,128GB SSD,Intel Iris Xe Graphics,macOS,3.6843174711658704,56915.11391339406
hp,UltraBook,11.31985304695935,2K,Intel Core i7,12GB,2TB HDD,Intel Iris Xe Graphics,No OS,3.7242845825759043,73174.10755390908
Acer,Business Laptop,13.582428139916097,Full HD,Intel Core i7,16GB,6TB HDD,AMD Radeon RX 5600M,Windows 11,3.4811733527766506,53007.11428261593
MSI,UltraBook,12.81578694552631,IPS Panel Retina Display 2560x1600,Intel Core i7,8GB,1TB NVMe SSD,AMD Radeon RX 5600M,Linux,4.249958696473936,63019.482554549286
Chuwi,UltraBook,12.907379711618939,2K,AMD Ryzen 7,8GB,1TB HDD,Intel Iris Xe Graphics,Linux,2.5719719569270056,43249.832325331416
Microsoft,2 in 1 Convertible,17.31581623369527,Full HD,Intel Celeron Dual Core 3855U ,12GB,1TB SSHD,NVIDIA GeForce GTX 1650,macOS,3.761520837869064,37930.96435868593
Acer,NoteBook,17.39385880687447,IPS Panel Retina Display 2560x1600,Intel Pentium Quad Core N4200,12GB,256GB Flash Storage,Intel Iris Xe Graphics,Windows 10,2.4012189134548896,63000.808476376464
Chuwi,Business Laptop,11.728605913419278,2K,Intel Core i7,16GB,256GB Flash Storage,Intel Iris Xe Graphics,Windows 11,3.7027513268506973,34229.422767834105
Apple,WorkStation,14.508197305271917,2K,Intel Xeon E3-1505M ,12GB,1TB HDD,Intel Iris Xe Graphics,Windows 10,2.1375394736696007,42962.062234131205
Dell,UltraBook,17.985426658602872,2K,Intel Atom x5-Z8550,12GB,128GB SSD,AMD Radeon RX 5600M,macOS,3.146875072299539,36542.43254298593
Asus,Business Laptop,13.94310764633861,Full HD,Intel Core i9,8GB,1TB HDD,NVIDIA GeForce GTX 1650,No OS,3.1492579630233517,57795.83260523983
Chuwi,WorkStation,14.972352844504547,HD 1920x1080 ,AMD Ryzen 7,16GB,1TB Fusion Drive,AMD Radeon RX 5600M,No OS,4.598731712399848,38672.71823223459
MSI,NoteBook,12.090515784735786,Full HD,Intel Xeon E3-1505M ,4GB,256GB Flash Storage,NVIDIA GeForce GTX 1650,macOS,3.8855149005724856,56309.2724318477
Acer,UltraBook,15.236176454921459,4K,Intel Atom x5-Z8550,8GB,6TB HDD,Intel Iris Xe Graphics,Windows 10,4.527154104759051,47007.81870218242
lenevo,WorkStation,15.167146164072332,IPS Panel Retina Display 2560x1600,Intel Core i5,4GB,2TB SATA SSD,AMD Radeon RX 5600M,Windows 10,3.6674793979622464,34461.544118934115
Apple,NoteBook,13.484967056805187,Full HD,Intel Xeon E3-1505M ,8GB,256GB PCIe SSD,NVIDIA GeForce GTX 1650,Windows 10,4.758181630738636,39174.34607210554
lenevo,Business Laptop,14.91943292708785,4K,Intel Atom x5-Z8550,12GB,1TB HDD,NVIDIA GeForce GTX 1650,macOS,2.58011664410523,41690.312837867255
hp,WorkStation,17.856813301750343,2K,AMD Ryzen 5,4GB,2TB NVMe SSD,NVIDIA GeForce GTX 1650,Windows 10,2.239415437213609,34062.26616878166
Chuwi,UltraBook,14.896776485681979,IPS Panel Retina Display 2560x1600,Intel Xeon E3-1505M ,16GB,1TB HDD,NVIDIA GeForce GTX 1650,Windows 11,2.4473225257787,41940.096343946985
MSI,Business Laptop,15.827878116068314,4K,Intel Core i5,12GB,512GB SSD,AMD Radeon RX 5600M,No OS,3.125245421385107,57311.229438745635
hp,2 in 1 Convertible,17.451877021254536,HD 1920x1080 ,AMD Ryzen 5,12GB,256GB Flash Storage,NVIDIA GeForce GTX 1650,Windows 10,4.991186278299919,61384.868984751345
Acer,UltraBook,14.851282255191538,4K,Intel Atom x5-Z8550,12GB,128GB PCIe SSD,AMD Radeon RX 5600M,Windows 10,2.819737748690313,59464.737883099486
Microsoft,NoteBook,12.01095269660059,HD 1920x1080 ,AMD Ryzen 7,16GB,512GB NVMe SSD,Intel Iris Xe Graphics,Windows 11,2.8408255735357035,34233.67582876711
lenevo,WorkStation,14.297598577488678,4K,AMD Ryzen 5,8GB,512GB NVMe SSD,NVIDIA GeForce GTX 1650,macOS,4.029322456535372,68554.5285431449
hp,WorkStation,15.513750285095437,4K,Intel Xeon E3-1505M ,4GB,256GB eMMC,AMD Radeon RX 5600M,Linux,2.8822987973689784,35438.89960406852
Dell,Gaming,13.363263178416974,Full HD,Intel Core i9,8GB,256GB SSD,Intel Iris Xe Graphics,No OS,2.9579248636881847,68653.74085080274
Apple,NoteBook,17.040628832840124,IPS Panel Retina Display 2560x1600,AMD Ryzen 7,12GB,256GB eMMC,NVIDIA GeForce GTX 1650,macOS,4.125612467745572,57571.500752321124
Asus,Business Laptop,17.105457307932785,IPS Panel Full HD / Touchscreen 1920x1080,AMD Ryzen 5,4GB,512GB SSD,Intel Iris Xe Graphics,Linux,2.541826665475587,32807.277338603046
Chuwi,WorkStation,12.349241962648293,2K,AMD Ryzen 7,4GB,1TB HDD,NVIDIA GeForce GTX 1650,Linux,4.733155938931924,43163.32741363198
Asus,UltraBook,14.279433146549085,IPS Panel Retina Display 2560x1600,Intel Xeon E3-1505M ,16GB,512GB SSD,AMD Radeon RX 5600M,Windows 10,2.85453549669994,42056.9179536421
Chuwi,UltraBook,13.412213831386962,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,16GB,512GB NVMe SSD,Intel Iris Xe Graphics,Windows 11,3.713808233293592,62171.581110671585
lenevo,Gaming,12.837230483946357,2K,AMD Ryzen 5,8GB,1TB Fusion Drive,AMD Radeon RX 5600M,macOS,4.20472902267761,64539.894599379106
hp,Business Laptop,13.85270632528609,2K,AMD Ryzen 5,8GB,1TB Fusion Drive,NVIDIA GeForce GTX 1650,Linux,2.980325533153865,35356.82129556629
Asus,Gaming,16.552447855199965,HD 1920x1080 ,AMD A9-Series 9420,8GB,1TB HDD,NVIDIA GeForce GTX 1650,No OS,2.701820492663763,37879.11561640124
Asus,WorkStation,12.178527353638843,2K,AMD Ryzen 5,8GB,512GB eMMC,NVIDIA GeForce GTX 1650,Linux,2.693712322938225,46534.370767423905
Apple,Gaming,17.11141750015043,HD 1920x1080 ,Intel Core i9,8GB,2TB NVMe SSD,Intel Iris Xe Graphics,Windows 11,4.939401992125665,30127.57922742849
Microsoft,UltraBook,12.373300719405627,Full HD,AMD Ryzen 7,8GB,1TB HDD,NVIDIA GeForce GTX 1650,macOS,2.342784765591133,40197.719683622854
Chuwi,2 in 1 Convertible,17.184929182460507,Full HD,Intel Pentium Quad Core N4200,4GB,1TB SSHD,Intel Iris Xe Graphics,macOS,3.427031252820762,53964.51332064034
lenevo,Business Laptop,15.88301365911198,IPS Panel Retina Display 2560x1600,Intel Core i9,16GB,512GB NVMe SSD,NVIDIA GeForce GTX 1650,Windows 11,3.349229208093805,45564.0507516519
MSI,2 in 1 Convertible,12.486092808872504,HD 1920x1080 ,Intel Core i9,16GB,256GB Flash Storage,AMD Radeon RX 5600M,macOS,3.639411198921421,67537.86627063199
Chuwi,Gaming,12.83636397318914,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,8GB,1TB HDD,Intel Iris Xe Graphics,Windows 11,4.448137390175444,56969.77706925327
lenevo,2 in 1 Convertible,17.93707429538694,Full HD,Intel Core i5,16GB,128GB PCIe SSD,Intel Iris Xe Graphics,Linux,2.4255303517157483,54051.90381819436
Dell,WorkStation,17.547530079696237,4K,Intel Core i9,4GB,256GB Flash Storage,AMD Radeon RX 5600M,Windows 11,4.600310700267322,36965.045474522696
Microsoft,WorkStation,12.242999485482589,IPS Panel Retina Display 2560x1600,Intel Core i5,12GB,2TB NVMe SSD,NVIDIA GeForce GTX 1650,No OS,4.817876251552603,39501.86243845019
Acer,WorkStation,11.93203081491922,IPS Panel Retina Display 2560x1600,Intel Celeron Dual Core 3855U ,4GB,256GB SSD,AMD Radeon RX 5600M,Windows 10,4.429417985489829,67670.90251950148
MSI,2 in 1 Convertible,16.84883857929499,HD 1920x1080 ,Intel Core i9,8GB,256GB Flash Storage,NVIDIA GeForce GTX 1650,Linux,4.661804582109644,44828.692043541785
Dell,2 in 1 Convertible,16.944768940871217,4K,Intel Atom x5-Z8550,4GB,2TB SATA SSD,NVIDIA GeForce GTX 1650,macOS,2.3053749091613334,63091.48424870142
Microsoft,NoteBook,12.599463249542897,4K,AMD Ryzen 5,16GB,1TB HDD,NVIDIA GeForce GTX 1650,Linux,3.4835998080607395,55038.27537558168
MSI,NoteBook,15.333854364170223,Full HD,Intel Atom x5-Z8550,16GB,2TB NVMe SSD,Intel Iris Xe Graphics,No OS,3.302565293447301,48330.82703515548
MSI,Gaming,15.47808515104115,HD 1920x1080 ,Intel Xeon E3-1505M ,4GB,256GB PCIe SSD,NVIDIA GeForce GTX 1650,No OS,2.684699281605001,33412.400001746966
